periodo;atrasomax6;Malo;NivelRiesgo;ClienteNuevo;ML_Score;VZ_score_3t;NS_scoret;SI_Scoret;Score_Alt;Nos_Fintech
202496;0;0;Muy Alto;0;768;570;621;541;526;513
202306;0;0;Muy Alto;1;771;440;691;525;421;449
202483;80;1;Muy Alto;0;639;427;438;819;756;438
202304;8;0;Bajo;0;578;462;539;905;587;454
202346;0;0;Medio;0;688;391;692;810;554;543
202235;0;0;Alto;0;693;629;679;511;357;647
202313;0;0;Bajo;0;336;546;431;642;404;381
202253;0;1;Medio;0;695;321;469;592;682;464
202281;4;0;Medio;0;490;502;670;532;663;443
202304;82;0;Medio;0;568;510;652;628;546;381
202442;0;0;Bajo;1;572;504;659;543;658;521
202231;1;0;Alto;1;841;699;845;598;287;529
202392;21;0;Muy Bajo;1;570;368;500;638;565;495
202433;0;1;Muy Alto;0;605;546;692;548;591;479
202298;0;0;Medio;1;448;532;519;788;642;376
202234;50;0;Bajo;0;498;304;405;808;699;526
202443;0;0;Medio;0;425;659;620;541;705;621
202259;134;0;Muy Bajo;0;468;659;380;641;503;439
202459;0;1;Alto;1;349;460;598;690;608;623
202217;3;0;Bajo;1;619;565;331;539;466;542
202278;0;0;Medio;1;623;363;870;665;452;531
202406;0;1;Alto;0;822;481;469;621;760;426
202366;71;1;Muy Alto;0;232;638;308;547;602;498
202491;0;1;Alto;0;453;645;757;295;650;415
202312;0;0;Alto;0;586;429;731;570;669;534
202345;0;0;Medio;0;502;401;668;571;464;354
202356;178;1;Muy Bajo;0;556;625;421;556;823;616
202378;53;0;Alto;0;701;540;701;569;581;574
202336;0;1;Muy Alto;0;669;336;662;615;527;648
202218;0;1;Medio;0;464;563;403;507;526;585
202355;0;0;Muy Bajo;1;719;466;473;512;575;549
202472;0;0;Bajo;1;526;340;654;623;469;427
202466;0;1;Alto;0;791;705;455;549;495;584
202216;25;0;Alto;1;534;573;749;721;681;408
202212;0;1;Medio;0;731;973;701;471;640;608
202275;0;1;Alto;0;911;483;634;743;584;502
202412;0;0;Muy Bajo;0;392;469;703;581;583;448
202379;0;0;Bajo;0;640;815;542;452;317;509
202329;0;1;Muy Alto;0;644;636;530;385;676;504
202483;0;1;Alto;0;656;392;615;640;692;517
202395;0;0;Alto;0;607;597;489;821;410;407
202468;0;0;Bajo;0;760;607;402;547;633;518
202230;0;0;Medio;0;667;469;579;657;500;543
202209;23;1;Alto;0;662;787;756;711;705;463
202365;21;0;Bajo;0;455;590;684;691;550;416
202393;3;0;Bajo;0;787;546;564;583;506;503
202460;0;1;Muy Bajo;0;669;662;425;620;526;486
202392;0;0;Bajo;0;566;629;545;519;515;449
202279;5;0;Bajo;0;706;585;494;466;574;471
202379;20;0;Medio;1;845;464;766;642;324;476
202291;24;0;Medio;0;714;615;472;672;694;405
202415;0;1;Medio;0;562;582;763;378;435;561
202279;0;0;Medio;0;455;553;414;583;680;480
202303;0;0;Muy Bajo;0;542;626;592;816;555;524
202311;0;1;Bajo;0;679;773;769;546;373;459
202447;0;1;Muy Alto;0;459;705;700;752;385;496
202434;0;0;Medio;0;644;491;744;722;668;578
202282;22;0;Bajo;1;723;645;456;521;484;505
202332;4;0;Medio;1;678;614;519;764;657;529
202435;0;1;Muy Alto;0;572;549;340;674;619;489
202478;0;0;Alto;0;732;674;491;626;346;472
202299;0;1;Alto;1;647;679;577;610;667;516
202238;0;0;Medio;1;571;609;450;605;501;514
202361;18;1;Medio;0;432;576;314;659;759;513
202317;90;0;Muy Bajo;0;676;488;696;734;679;530
202441;8;0;Muy Bajo;0;959;602;581;576;213;637
202226;0;0;Bajo;0;519;740;790;601;406;548
202336;0;0;Medio;0;468;604;326;640;660;558
202250;14;1;Alto;0;448;762;624;703;440;585
202494;73;0;Alto;0;461;474;574;491;742;640
202498;0;0;Medio;1;695;597;685;607;733;545
202493;0;1;Bajo;0;528;675;655;677;426;573
202354;0;1;Bajo;0;372;811;753;762;683;574
202420;34;0;Bajo;1;755;628;383;530;551;370
202340;10;0;Muy Bajo;0;561;456;352;545;687;512
202249;0;1;Medio;1;455;558;647;713;622;535
202342;43;0;Muy Alto;0;489;473;713;456;577;425
202246;93;0;Bajo;0;538;466;490;784;475;538
202363;0;0;Muy Bajo;0;653;480;470;649;424;554
202485;0;0;Bajo;0;744;518;761;795;620;465
202468;28;1;Alto;0;914;700;482;614;526;503
202316;0;1;Medio;0;428;614;557;600;586;510
202282;48;0;Medio;0;614;258;607;724;554;482
202244;0;0;Medio;0;401;614;428;586;666;456
202394;0;0;Bajo;0;780;533;79;652;551;392
202458;0;0;Alto;1;448;571;711;732;395;481
202473;0;0;Muy Bajo;0;669;483;482;783;703;412
202474;156;0;Medio;1;459;583;683;518;773;226
202478;3;0;Bajo;1;716;568;541;560;289;587
202283;3;0;Bajo;0;510;672;421;304;384;629
202258;0;0;Bajo;0;556;533;559;384;536;501
202253;1;0;Medio;0;582;616;699;697;688;440
202201;28;0;Alto;1;527;680;551;848;528;488
202416;25;0;Medio;1;426;549;395;536;442;566
202428;65;0;Bajo;0;593;648;683;374;486;540
202454;0;0;Medio;0;631;623;751;634;580;385
202359;0;0;Medio;0;802;242;675;785;725;460
202487;10;0;Medio;0;679;711;503;800;490;385
202266;24;1;Muy Alto;0;663;703;416;673;604;618
202295;4;1;Medio;0;869;387;831;428;676;667
202453;0;0;Muy Alto;0;697;517;551;622;690;272
202350;0;0;Medio;0;452;547;694;493;590;654
202223;15;0;Medio;0;441;714;609;569;679;334
202444;0;1;Bajo;0;666;683;670;622;746;582
202415;0;0;Alto;0;685;670;473;500;863;424
202331;0;0;Muy Bajo;1;899;345;663;892;876;409
202348;0;0;Muy Alto;0;596;562;707;880;677;612
202309;0;0;Muy Alto;0;959;455;601;612;574;468
202240;0;1;Muy Alto;0;358;314;556;360;528;498
202321;0;0;Alto;0;620;512;583;560;540;219
202495;0;0;Medio;0;532;452;771;614;559;563
202320;0;1;Bajo;1;908;632;613;593;668;539
202218;0;0;Bajo;1;654;592;648;780;495;461
202369;0;1;Alto;1;642;683;769;740;552;464
202398;89;0;Bajo;0;953;401;659;575;460;590
202343;24;0;Alto;0;647;535;500;372;810;496
202237;0;0;Medio;0;774;662;325;599;461;480
202386;0;0;Medio;1;654;508;712;550;637;301
202461;0;1;Medio;0;352;587;488;711;653;408
202431;30;1;Alto;1;752;567;514;596;613;504
202454;0;1;Medio;0;728;630;608;357;614;716
202497;0;0;Medio;0;210;375;507;745;520;465
202210;0;1;Bajo;1;259;474;457;373;768;448
202430;0;0;Medio;0;743;724;735;556;511;551
202224;0;1;Muy Alto;0;576;375;659;717;560;520
202278;0;0;Medio;0;812;669;477;645;584;534
202393;0;1;Muy Alto;1;292;568;411;653;740;454
202309;18;0;Bajo;1;788;557;505;591;383;635
202480;0;0;Alto;0;648;351;604;773;454;485
202463;0;1;Alto;0;564;574;585;714;693;553
202468;0;0;Bajo;0;864;584;606;463;644;386
202459;0;0;Medio;0;726;613;460;442;580;334
202285;30;0;Bajo;0;325;411;644;546;606;386
202210;0;0;Alto;0;634;640;1000;459;608;595
202489;0;0;Alto;0;597;582;488;454;772;546
202259;0;0;Alto;0;655;600;596;675;712;550
202462;2;1;Muy Bajo;0;780;540;724;538;593;357
202485;0;0;Bajo;1;466;618;696;637;413;509
202319;0;0;Bajo;0;535;547;618;614;505;657
202368;0;1;Alto;0;532;464;380;718;701;524
202389;29;0;Muy Alto;0;638;638;474;697;748;574
202451;24;0;Medio;0;432;752;671;602;475;525
202429;0;1;Muy Bajo;0;480;421;368;548;555;613
202390;64;1;Alto;0;706;536;677;571;621;394
202324;0;0;Bajo;1;717;667;662;661;720;722
202284;0;0;Medio;1;288;525;598;736;640;528
202497;0;1;Muy Alto;1;422;617;666;707;547;523
202415;11;1;Alto;0;423;707;461;685;675;487
202437;0;0;Muy Bajo;0;543;668;584;481;665;562
202313;0;0;Muy Bajo;1;686;581;699;738;412;502
202417;0;1;Muy Alto;0;768;774;689;506;626;412
202446;0;0;Medio;0;840;559;563;507;521;620
202237;66;0;Alto;1;794;470;179;484;587;542
202264;5;1;Muy Alto;0;267;599;554;536;479;385
202419;0;1;Muy Alto;0;444;438;689;607;724;585
202234;52;0;Bajo;1;1000;467;492;698;640;402
202239;0;0;Muy Bajo;0;427;616;743;407;537;452
202267;6;0;Medio;0;666;529;670;548;699;574
202409;0;0;Alto;1;368;478;500;429;722;352
202352;0;0;Bajo;0;604;563;240;459;605;440
202399;0;0;Medio;0;463;612;711;547;463;429
202289;0;0;Bajo;1;335;395;530;410;469;391
202448;71;0;Bajo;1;717;726;601;736;575;403
202279;14;0;Medio;0;267;538;719;974;341;685
202485;2;1;Muy Alto;1;574;484;414;627;704;514
202232;43;1;Medio;1;454;529;705;645;795;549
202287;0;0;Bajo;0;563;505;476;578;647;443
202239;0;0;Medio;0;402;666;653;556;498;691
202301;112;0;Medio;0;558;582;544;831;557;502
202444;0;0;Muy Bajo;0;648;461;537;643;642;490
202432;0;0;Muy Bajo;0;558;587;593;477;637;447
202268;20;0;Bajo;0;741;610;403;548;459;588
202392;0;1;Medio;0;786;501;157;594;796;567
202228;0;0;Alto;0;713;464;676;504;696;340
202470;0;1;Alto;0;482;694;558;542;504;477
202426;0;0;Muy Bajo;0;676;477;535;649;836;553
202277;0;0;Bajo;0;492;549;728;594;675;508
202423;0;1;Muy Bajo;0;443;514;378;529;501;505
202367;0;0;Bajo;0;470;681;567;576;577;496
202484;0;0;Bajo;1;631;419;536;736;503;544
202392;140;0;Bajo;0;882;509;598;382;760;388
202289;16;0;Muy Bajo;0;492;426;622;599;635;378
202232;6;0;Bajo;0;325;632;839;512;695;478
202337;0;1;Medio;1;420;561;741;642;735;452
202356;0;1;Muy Alto;1;462;372;716;754;593;620
202450;26;0;Medio;0;596;241;656;633;626;502
202295;0;0;Bajo;0;547;415;650;752;419;621
202217;0;1;Alto;0;281;363;529;601;717;545
202317;2;0;Medio;0;648;564;361;908;735;616
202210;4;1;Muy Alto;0;678;481;860;630;707;524
202280;24;0;Medio;1;623;595;467;754;654;583
202334;0;0;Muy Bajo;0;663;658;545;692;504;413
202403;30;1;Alto;0;764;417;751;567;742;639
202316;0;1;Alto;0;603;530;658;577;768;365
202420;0;0;Bajo;0;408;366;611;871;663;558
202453;13;1;Medio;0;318;492;680;541;582;473
202369;0;0;Medio;1;665;658;610;742;577;606
202405;0;0;Bajo;1;632;529;730;679;645;488
202498;0;0;Medio;1;635;533;479;306;531;363
202448;16;0;Muy Bajo;1;556;347;686;487;321;503
202271;27;0;Medio;1;560;653;359;599;509;489
202356;0;1;Alto;0;925;536;515;512;442;365
202302;48;0;Bajo;0;368;427;831;636;588;500
202213;0;0;Bajo;1;532;471;500;703;586;518
202471;81;0;Alto;0;384;772;900;603;667;275
202492;130;0;Bajo;0;670;732;731;544;647;504
202420;26;0;Medio;1;551;466;697;745;743;322
202215;0;1;Medio;0;599;411;437;632;574;353
202438;0;1;Medio;0;733;488;662;775;527;449
202317;0;0;Alto;1;772;458;541;545;740;562
202256;0;0;Bajo;0;393;605;522;539;684;510
202332;26;0;Muy Bajo;1;365;651;483;517;461;549
202426;69;0;Medio;1;525;753;434;566;579;692
202422;138;0;Alto;0;629;427;599;559;611;464
202373;0;0;Bajo;1;644;770;556;602;622;282
202485;0;0;Alto;1;596;787;875;510;548;547
202357;0;0;Muy Alto;0;529;514;545;869;570;553
202351;0;0;Medio;0;413;625;516;677;693;543
202385;0;1;Bajo;1;690;693;772;693;609;530
202378;0;1;Alto;1;1000;405;303;577;270;362
202221;0;1;Muy Alto;0;623;677;543;560;517;311
202312;0;0;Muy Bajo;0;536;540;348;580;513;472
202371;26;1;Muy Alto;0;571;522;580;594;331;586
202338;0;1;Alto;0;470;520;732;623;820;445
202433;0;0;Bajo;0;841;528;451;686;569;717
202230;0;0;Medio;0;844;668;556;861;404;501
202361;0;1;Alto;1;710;603;864;355;658;631
202278;74;0;Bajo;1;796;569;735;663;476;496
202478;0;1;Medio;0;371;559;900;391;786;378
202221;3;1;Muy Alto;1;684;393;743;590;769;294
202343;0;0;Alto;0;631;467;334;742;699;499
202236;149;0;Medio;0;581;570;564;666;484;601
202414;61;0;Medio;0;636;579;431;610;652;436
202232;0;1;Bajo;1;946;300;762;401;814;249
202386;143;0;Alto;0;744;396;725;688;547;657
202374;0;0;Bajo;1;487;498;861;473;634;592
202254;12;0;Medio;0;553;695;466;715;632;443
202361;0;0;Muy Alto;0;522;413;689;589;701;521
202450;0;0;Medio;1;608;362;522;839;574;387
202451;35;1;Alto;0;536;481;457;774;610;426
202479;0;1;Alto;0;558;555;544;732;484;557
202371;64;1;Alto;0;578;665;694;592;744;602
202383;0;0;Medio;0;595;466;516;603;697;500
202202;0;0;Medio;0;386;689;726;828;626;682
202394;0;0;Muy Bajo;0;490;592;383;550;644;504
202366;0;0;Muy Bajo;1;778;618;620;842;487;325
202447;108;0;Medio;0;648;519;674;572;718;404
202444;0;0;Muy Alto;1;666;561;646;668;758;331
202310;0;1;Muy Alto;0;454;573;535;706;677;468
202271;0;1;Muy Alto;0;774;710;557;572;593;478
202364;12;0;Medio;1;853;782;368;708;666;469
202485;89;0;Medio;0;676;384;441;491;649;352
202313;0;1;Alto;0;559;606;385;527;540;364
202428;0;0;Bajo;0;718;516;484;646;754;418
202216;3;1;Alto;0;433;460;540;658;611;485
202231;0;0;Bajo;1;720;390;533;739;605;550
202362;0;1;Muy Alto;0;571;617;620;538;629;508
202393;24;0;Bajo;0;557;511;474;420;474;501
202410;0;0;Bajo;0;665;488;420;617;524;518
202432;0;0;Bajo;0;458;521;382;748;626;563
202384;0;0;Medio;0;573;389;619;601;545;453
202215;10;1;Alto;1;482;514;329;717;681;653
202409;0;0;Medio;1;588;498;665;650;651;337
202372;0;0;Medio;1;672;391;455;439;606;427
202466;0;0;Muy Bajo;1;662;772;574;575;692;586
202220;168;0;Muy Bajo;0;721;522;633;551;490;438
202270;0;0;Bajo;0;798;449;440;855;615;501
202208;0;0;Bajo;0;360;571;465;664;621;569
202234;0;1;Muy Alto;0;823;594;788;596;730;491
202424;0;1;Alto;0;652;411;643;737;410;514
202379;0;1;Alto;0;632;623;566;434;524;602
202446;14;0;Muy Bajo;0;669;712;782;591;850;272
202460;0;0;Medio;0;583;643;639;522;368;453
202308;19;0;Medio;1;686;462;455;528;679;503
202442;0;1;Alto;0;552;424;836;517;713;557
202224;0;1;Bajo;0;558;558;701;509;570;596
202416;0;0;Muy Bajo;0;443;577;629;492;397;338
202255;0;0;Medio;0;833;546;797;731;575;393
202226;0;1;Alto;0;620;538;429;688;696;451
202481;0;0;Medio;0;652;672;602;336;714;553
202492;0;0;Muy Bajo;0;834;427;609;474;426;489
202386;0;0;Bajo;0;347;466;620;466;754;381
202212;4;0;Medio;0;767;542;495;466;497;396
202329;0;0;Bajo;1;641;779;742;748;623;393
202408;39;0;Alto;1;826;478;792;474;498;461
202333;55;0;Medio;0;359;506;698;565;413;526
202396;0;1;Medio;0;276;496;444;613;731;497
202462;141;0;Bajo;1;648;365;422;484;587;402
202482;0;1;Alto;1;725;546;595;659;892;581
202303;87;0;Bajo;0;443;729;544;643;417;489
202320;141;0;Medio;1;160;754;718;693;309;458
202383;27;1;Alto;1;554;473;534;658;664;503
202209;0;0;Alto;0;628;565;631;600;199;750
202245;0;0;Bajo;0;573;658;542;587;641;449
202444;13;1;Muy Alto;1;720;620;560;747;630;428
202470;0;0;Bajo;0;584;255;487;559;673;478
202312;52;0;Bajo;0;771;552;673;450;615;416
202255;31;1;Muy Alto;0;622;310;670;625;879;363
202215;72;0;Muy Alto;0;698;510;392;497;587;444
202237;0;1;Alto;0;565;303;580;736;596;534
202378;0;0;Alto;0;362;423;564;664;386;440
202327;0;1;Alto;0;720;549;606;770;780;512
202317;12;0;Bajo;1;558;637;521;573;620;551
202272;0;0;Bajo;0;775;549;766;597;412;312
202311;0;1;Alto;1;309;834;295;701;481;528
202349;0;0;Medio;0;623;462;598;737;444;637
202385;0;0;Bajo;1;454;526;401;542;777;481
202305;0;1;Medio;0;455;521;625;676;512;681
202347;2;1;Medio;0;672;496;645;578;698;247
202421;0;1;Medio;1;614;468;629;752;725;555
202206;0;1;Muy Alto;0;752;704;521;495;641;422
202460;0;1;Alto;0;773;632;466;651;718;408
202499;19;1;Muy Alto;1;419;342;514;706;874;521
202242;78;0;Muy Bajo;0;441;603;773;659;849;336
202459;0;1;Alto;0;523;632;612;682;705;546
202471;0;0;Bajo;0;373;623;278;853;520;687
202247;30;0;Bajo;0;565;336;411;536;591;634
202285;0;1;Bajo;0;575;512;813;741;441;434
202374;0;0;Muy Alto;0;683;599;578;617;467;302
202258;0;0;Medio;0;510;467;663;650;589;514
202399;0;0;Muy Bajo;0;676;586;585;877;400;767
202409;0;0;Muy Bajo;0;447;696;735;406;618;464
202448;75;1;Alto;1;151;519;615;423;605;474
202411;0;0;Muy Bajo;1;478;470;618;764;644;368
202239;0;0;Muy Bajo;0;515;455;620;466;579;523
202452;0;0;Bajo;0;637;751;517;489;506;557
202331;0;0;Bajo;0;583;496;763;743;709;539
202491;0;0;Bajo;0;859;605;650;562;813;449
202450;0;0;Medio;1;319;447;398;595;710;401
202252;47;0;Bajo;1;535;378;598;677;593;447
202214;17;0;Alto;1;690;354;614;657;738;518
202356;0;0;Muy Bajo;1;602;492;690;485;563;425
202230;0;0;Medio;0;585;475;649;484;640;771
202290;0;0;Bajo;0;702;506;509;824;574;714
202367;0;1;Muy Alto;0;460;508;708;603;659;469
202269;0;1;Alto;0;741;745;597;705;739;585
202363;0;0;Medio;0;641;593;696;696;901;470
202442;0;0;Alto;0;581;658;516;763;651;490
202252;84;0;Alto;0;866;771;753;644;570;582
202342;22;0;Medio;0;515;425;462;788;580;262
202263;0;0;Muy Alto;0;413;505;607;499;722;394
202492;9;1;Medio;1;601;278;377;675;526;398
202291;0;0;Muy Bajo;0;877;620;557;685;592;398
202352;0;0;Bajo;0;504;599;354;389;858;396
202357;0;0;Muy Bajo;1;755;475;959;638;586;484
202350;0;0;Muy Bajo;1;602;744;614;799;536;736
202471;7;0;Bajo;1;366;772;751;735;576;446
202269;25;0;Muy Bajo;0;311;421;439;575;695;574
202316;27;0;Bajo;0;504;578;433;593;678;586
202392;0;1;Medio;0;561;538;734;613;770;539
202204;0;1;Alto;1;433;456;332;566;578;297
202275;86;1;Medio;0;707;386;644;670;158;662
202498;16;0;Medio;0;346;602;751;416;597;377
202441;0;1;Muy Alto;1;535;559;505;623;422;449
202230;176;0;Bajo;1;578;520;456;767;622;438
202343;0;0;Bajo;0;505;884;685;651;633;536
202383;0;0;Muy Alto;0;832;532;714;829;628;343
202216;18;0;Muy Alto;0;353;591;513;675;573;444
202311;0;1;Muy Alto;0;662;349;567;565;694;577
202401;0;0;Muy Bajo;0;614;619;555;887;426;493
202307;0;0;Muy Bajo;0;534;501;417;386;506;615
202362;0;0;Alto;1;379;660;689;762;591;429
202483;0;0;Bajo;0;435;519;563;481;487;450
202469;0;1;Medio;0;625;771;457;690;427;444
202355;0;0;Bajo;0;714;356;459;534;743;485
202273;0;1;Muy Alto;0;524;610;598;628;642;603
202397;0;1;Muy Alto;1;616;507;705;572;725;544
202443;0;1;Alto;1;646;563;563;417;556;399
202286;0;1;Alto;1;774;510;800;333;627;518
202487;0;1;Alto;1;661;483;395;720;518;568
202459;5;0;Alto;0;415;562;580;304;720;556
202486;0;0;Bajo;1;633;419;447;560;623;456
202349;0;0;Muy Bajo;0;594;603;906;559;747;608
202390;50;0;Muy Alto;0;619;475;667;581;737;555
202417;0;1;Alto;1;668;511;618;623;479;650
202286;89;1;Muy Alto;0;464;648;556;644;505;588
202416;0;0;Bajo;1;782;628;535;624;574;467
202318;0;1;Muy Alto;1;643;552;707;644;594;649
202287;0;1;Alto;0;645;366;508;274;722;433
202240;0;0;Medio;0;601;635;749;749;342;600
202361;0;1;Muy Alto;1;609;868;623;558;754;452
202391;0;0;Bajo;0;483;433;717;777;609;598
202225;76;0;Bajo;0;395;516;507;873;442;585
202352;0;0;Muy Bajo;0;786;713;607;586;636;525
202295;30;0;Bajo;0;519;464;639;545;527;356
202246;0;0;Bajo;0;548;526;410;637;669;453
202338;25;0;Muy Bajo;0;606;658;793;645;568;611
202488;56;1;Medio;0;714;625;502;457;469;369
202364;0;0;Medio;0;404;276;543;644;402;565
202216;0;0;Bajo;0;441;516;366;595;623;450
202218;0;0;Bajo;0;330;494;755;540;629;571
202336;0;1;Medio;0;531;424;679;621;384;508
202447;19;1;Alto;0;377;529;500;747;295;692
202448;0;0;Medio;0;397;621;111;536;668;427
202398;16;1;Muy Alto;1;725;594;570;697;597;490
202201;0;0;Medio;0;853;596;795;662;711;580
202390;0;0;Muy Bajo;0;644;607;719;472;493;472
202494;0;0;Bajo;1;377;642;632;783;372;631
202245;0;0;Bajo;0;714;664;651;732;743;549
202232;0;0;Bajo;1;753;423;634;578;678;473
202318;0;0;Bajo;0;588;451;668;590;697;494
202496;10;0;Bajo;0;663;686;847;647;507;620
202384;0;1;Muy Alto;0;654;695;532;776;484;278
202391;0;1;Alto;0;592;510;919;484;542;506
202435;0;0;Bajo;0;752;544;1000;540;640;406
202438;0;0;Medio;0;690;554;428;592;741;394
202416;0;0;Bajo;1;586;454;386;664;617;696
202274;0;0;Bajo;0;428;585;567;448;598;498
202311;0;0;Bajo;1;760;653;473;618;748;402
202303;0;1;Alto;0;567;624;609;645;547;401
202274;0;0;Muy Bajo;1;583;614;810;750;608;611
202452;0;0;Bajo;1;529;682;404;854;405;416
202314;0;1;Medio;0;776;428;424;784;622;392
202438;18;1;Muy Alto;0;999;719;683;638;636;406
202373;0;0;Medio;1;483;457;662;563;416;445
202279;0;0;Bajo;0;433;531;561;527;701;636
202293;0;0;Medio;0;744;344;587;615;527;644
202250;0;0;Bajo;1;600;393;751;517;572;426
202485;0;1;Muy Alto;0;424;523;464;719;577;585
202423;0;0;Bajo;1;550;582;333;551;778;717
202281;40;1;Muy Alto;0;720;644;457;484;591;610
202466;0;0;Bajo;0;810;534;666;590;406;350
202355;3;0;Medio;1;777;445;696;606;510;487
202433;24;1;Muy Alto;1;570;612;694;380;488;528
202436;0;0;Bajo;1;705;617;382;598;580;316
202359;29;1;Medio;1;523;473;236;616;730;522
202451;159;0;Bajo;0;857;335;590;725;698;408
202482;0;1;Medio;1;636;861;502;874;744;270
202302;0;0;Bajo;1;499;469;431;453;638;428
202251;24;0;Medio;0;744;518;584;797;623;586
202252;0;0;Medio;0;445;447;608;340;719;613
202409;0;1;Muy Alto;0;606;603;452;663;737;486
202331;49;0;Bajo;0;468;738;848;490;552;466
202470;0;0;Alto;1;852;398;588;686;477;530
202405;0;0;Alto;0;351;570;1000;776;739;415
202419;0;0;Alto;1;632;398;391;632;652;556
202457;6;0;Medio;0;483;650;635;668;801;321
202385;62;0;Medio;0;622;472;364;539;802;426
202345;0;0;Medio;0;441;600;639;846;554;455
202378;57;0;Medio;0;403;449;315;543;385;707
202214;0;0;Muy Bajo;0;671;637;620;922;602;472
202446;0;0;Medio;0;505;271;769;785;696;414
202387;0;0;Bajo;0;451;703;443;581;622;373
202459;0;0;Medio;0;581;650;566;706;324;637
202240;0;1;Alto;1;339;860;455;512;493;413
202289;0;0;Muy Alto;1;372;280;492;519;552;528
202325;0;0;Bajo;0;642;422;478;680;522;469
202209;80;1;Alto;0;211;472;713;664;733;603
202284;0;0;Bajo;0;545;495;362;648;385;568
202221;0;0;Bajo;0;701;468;605;609;639;443
202481;90;0;Medio;0;666;706;516;720;695;453
202372;46;1;Muy Alto;0;689;362;640;557;628;562
202225;28;0;Medio;1;563;609;636;434;448;529
202303;0;0;Medio;0;437;677;415;732;767;398
202390;0;1;Alto;0;563;717;592;571;632;460
202436;0;0;Bajo;0;309;597;483;683;683;364
202237;1;1;Alto;0;731;719;528;423;581;430
202472;0;0;Medio;1;624;484;800;370;433;434
202493;0;0;Medio;1;727;564;341;630;709;499
202352;0;0;Muy Bajo;1;471;362;678;812;496;501
202482;59;0;Muy Bajo;0;524;679;500;629;576;548
202220;0;1;Medio;0;791;679;674;598;649;418
202337;0;0;Bajo;0;844;537;899;570;456;324
202229;28;0;Bajo;0;254;633;526;742;586;589
202231;14;1;Alto;1;552;477;630;639;393;564
202219;0;0;Muy Bajo;1;513;567;782;613;675;515
202348;0;0;Medio;0;670;529;614;557;558;370
202483;0;1;Medio;1;742;507;588;528;628;426
202500;0;0;Bajo;0;743;332;480;767;634;648
202363;0;1;Muy Bajo;0;586;609;636;647;575;395
202313;30;0;Muy Bajo;0;688;489;572;816;493;534
202350;0;0;Medio;0;498;464;475;581;594;323
202455;65;0;Bajo;0;741;562;582;769;588;550
202287;0;0;Medio;1;538;613;453;589;656;563
202298;0;1;Medio;0;747;715;480;528;693;521
202332;41;0;Medio;0;463;632;443;689;530;448
202297;0;0;Medio;1;512;646;596;463;528;388
202298;0;1;Alto;0;555;556;460;673;513;492
202490;0;0;Medio;1;599;438;432;1000;591;562
202427;0;0;Muy Bajo;1;655;593;390;589;615;514
202345;0;1;Muy Bajo;1;753;673;539;658;760;321
202356;0;1;Alto;0;642;625;706;372;487;368
202470;0;0;Muy Alto;0;426;513;686;618;654;475
202362;0;0;Medio;0;683;650;438;556;808;593
202312;107;0;Muy Bajo;1;267;495;710;798;536;621
202385;0;1;Muy Alto;0;764;572;764;439;526;405
202405;25;0;Bajo;1;413;547;570;771;626;596
202297;0;0;Muy Alto;0;622;551;791;716;617;628
202255;0;0;Alto;0;668;583;512;404;557;378
202317;11;1;Alto;0;359;410;673;673;594;466
202293;0;0;Muy Bajo;1;605;853;436;576;757;433
202493;0;1;Bajo;0;775;264;524;531;619;432
202404;0;0;Medio;0;749;406;570;709;536;547
202482;0;0;Medio;0;673;580;541;770;441;354
202389;13;0;Medio;0;814;581;648;323;617;438
202284;22;1;Muy Alto;0;719;471;531;587;628;454
202380;25;0;Alto;1;667;509;483;702;520;468
202474;0;1;Alto;0;657;412;622;887;638;641
202381;0;0;Muy Bajo;0;626;523;688;731;478;533
202381;137;0;Medio;0;839;680;656;625;553;649
202483;0;0;Bajo;0;563;487;164;443;546;655
202487;0;0;Bajo;0;495;633;757;617;701;654
202306;23;1;Alto;0;498;347;658;607;423;519
202329;0;0;Medio;0;463;647;699;388;607;377
202462;0;0;Medio;0;560;646;557;535;628;420
202211;0;0;Muy Alto;0;756;535;761;657;604;548
202362;0;0;Alto;1;581;602;736;462;470;360
202381;0;1;Muy Alto;1;551;724;744;632;834;568
202413;0;0;Bajo;0;564;463;380;459;773;543
202474;0;0;Muy Bajo;0;528;509;234;952;880;542
202221;0;0;Bajo;1;330;388;464;652;360;487
202475;59;0;Bajo;0;744;655;641;532;643;382
202460;44;1;Medio;1;435;440;470;436;411;326
202316;28;0;Medio;0;714;718;298;605;503;369
202225;9;0;Muy Bajo;1;759;406;610;588;450;538
202454;2;1;Alto;0;562;674;562;661;635;563
202411;0;0;Medio;0;987;501;566;760;630;480
202457;0;1;Muy Alto;1;660;583;481;514;242;546
202368;0;0;Bajo;0;618;345;982;646;753;678
202221;121;0;Alto;1;635;706;621;787;640;387
202286;0;1;Medio;0;543;411;825;590;698;596
202215;88;0;Bajo;0;606;532;665;396;628;353
202250;0;1;Alto;1;255;583;819;616;568;501
202396;0;0;Muy Bajo;0;794;750;450;884;642;437
202488;17;0;Bajo;1;495;278;646;418;639;560
202445;0;0;Bajo;0;358;583;532;444;659;460
202401;3;0;Muy Bajo;1;772;697;262;813;587;545
202393;0;0;Bajo;0;602;774;597;593;511;399
202346;0;0;Medio;0;686;489;610;554;623;455
202327;10;0;Medio;0;786;374;461;910;757;464
202375;0;0;Bajo;0;726;377;344;555;437;606
202334;66;1;Muy Alto;1;593;491;623;634;651;517
